"drug_type","case","details","year","percentage","sex","age","race","hispanic"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2008,11.6,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2009,11.1,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2010,10.5,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2011,11.3,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2012,11.6,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2013,13.3,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2014,14.2,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2015,17.3,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2016,24.7,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2017,30.8,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Black",2018,32,"Male",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",1999,6.7,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2000,6.7,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2001,7.5,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2002,10,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2003,12.2,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2004,14.7,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2005,14.9,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2006,17.6,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2007,14.5,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2008,19.6,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2009,21.5,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2010,19,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2011,20.5,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2012,20.1,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2013,19.9,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2014,25,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Total","All persons",2006,11.5,"All persons",NA,NA,NA
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2015,25.8,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2016,28.3,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2017,31.5,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: American Indian or Alaska Native",2018,34,"Male",NA,"American Indian or Alaska Native","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",1999,1.4,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2000,1.3,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2001,1.5,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2002,1.8,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2003,1.7,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2004,1.9,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2005,2.2,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2006,2.2,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2007,2.1,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2008,2.1,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2009,2.6,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2010,2.4,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2011,3,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2012,3.1,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2013,3.2,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2014,3.2,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2015,4,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2016,4.6,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2017,5.3,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Male: Not Hispanic or Latino: Asian or Pacific Islander",2018,5.4,"Male",NA,"Asian or Pacific Islander","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",1999,2.2,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex","Male",2016,26.1,"Male",NA,NA,NA
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2000,2,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2001,2.2,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2002,2.7,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2003,2.9,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2004,2.9,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2005,3,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2006,3.4,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2007,3.1,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2008,3.2,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2009,3.5,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2010,3.6,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2011,4,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2012,4,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2013,4.1,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2014,4.1,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2015,4.4,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2016,5,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2017,5.1,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Hispanic or Latino: All races",2018,5.2,"Female",NA,NA,"Yes"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",1999,4.3,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2000,4.5,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2001,5.3,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2002,6.8,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2003,7.5,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2004,8.3,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2005,8.8,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2006,10,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2007,11,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2008,11.4,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2009,11.6,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2010,12.5,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2011,13.3,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2012,13.2,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2013,13.8,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2014,14.6,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2015,15.8,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2016,17.7,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2017,19.1,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: White",2018,17.8,"Female",NA,"White","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: Black",1999,4,"Female",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: Black",2000,4.2,"Female",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: Black",2001,4.4,"Female",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: Black",2002,5.1,"Female",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: Black",2003,5.4,"Female",NA,"Black","No"
"All drug overdose deaths","Sex and race and Hispanic origin","Female: Not Hispanic or Latino: Black",2004,5.6,"Female",NA,"Black","No"
